AccountName,AccountId,SSORole,InstanceId,InstanceName,Tenancy,Monitored,IpfEnvironment,SqlServerMonitored,IpfServiceName,FcmsCustomMonitoring,Role,Application,PatchGroup,AutoPatch,InstanceState,AvailabilityZone,VpcId,VpcOwnerId,VpcIsShared,SubnetId,SubnetName,CidrBlock,PrivateIpAddress,SecondaryPrivateIPs,Platform,InstanceType,CWMonitoring,vCPU,AMIId,AMIName,IamInstanceProfile,EbsOptimized,MetadataOptionsHttpTokens,MetadataOptionsHttpEndpoint,MetadataOptionsHttpPutResponseHopLimit,InstanceMetadataTags,DisableApiTermination,InstanceInitiatedShutdownBehavior,KeyPair,SecurityGroupIds,Tags,TagsFiltered,ProblematicTags
ipf-aws-dmz-prod,213591333276,profile ,i-09c1a9fea3d095da1,AZ1WGSCMGW01,default,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,running,eu-west-1b,vpc-09464a03ae0fc1f04,213591333276,FALSE,subnet-06a7f3804a981641c,subnet-euw1-az1-prod-dmz-infra-01,10.45.3.0/24,10.45.3.12,,windows,m4.large,Basic,2,ami-0be4df43474a2f063,System.Object[],arn:aws:iam::213591333276:instance-profile/Amazon-SSMManaged-InstanceCore,TRUE,required,enabled,1,enabled,TRUE,stop,AZ1WGSCMGW01,sg-0aa44ba471ae7d3e9;sg-0e4945d677ee547ec,Name=AZ1WGSCMGW01;ipf:bill:chargingTower=IT Foundational;AssetManaged=True;ipf:solution=FJS Core Infrastructure;ipf:vmc:changerequest=JCR-9645;ipf:costcenter=ITS-UK,TRUE,None
ipf-aws-dmz-prod,213591333276,profile ,i-07a8dd0955a711687,DMZ-Korfu,default,Ready,N/A,N/A,N/A,custom_metrics_polandprod_8GB.json,N/A,N/A,PatchAH-8,TRUE,running,eu-west-1b,vpc-09464a03ae0fc1f04,213591333276,FALSE,subnet-0b3c49349030ab702,subnet-workloadpoland-euw1-az1-prod-dmz-app-01,10.130.25.0/24,10.130.25.106,,windows,c7i.xlarge,Basic,4,ami-038adb0674fed4615,Migrated_Windows_Instance_,arn:aws:iam::213591333276:instance-profile/Amazon-SSMManaged-InstanceCore,FALSE,required,enabled,1,enabled,TRUE,stop,,sg-06651ad5ca1942b0c;sg-0800b928ec28c9e8f;sg-0b562b3fb7769892d;sg-00083f75c8484ea07;sg-0fb934a3d92864824,ipf:vmc:changerequest=JCR-9792;ipf:solution=Core Market PL;AssetManaged=True;CostCenter=IPF FCMS Cost Centre;Managed:By=Fujitsu Cloud Managed Service;map-migrated=migEGGEKRGP0C;AutoPatch=True;Environment=PROD;ServiceLevel=Enterprise;Backup=False;ipf:sd:OperatingSystemSupport=Fujitsu Cloud Managed Service;Name=DMZ-Korfu;ipf:bill:chargingTower=Poland ITI;AWSApplicationMigrationServiceManaged=mgn.amazonaws.com;aws:ec2launchtemplate:id=lt-0e8465f28e579a79a;fcms:CustomMonitoring=custom_metrics_polandprod_8GB.json;aws:ec2launchtemplate:version=7;AWSApplicationMigrationServiceSourceServerID=s-00e71392b6260b38e;ipf:costcenter=IT-Poland;ipf:vmc:operatingSystem=Windows Server 2016;ipf:sd:hostname=DMZ-Korfu;mgn.amazonaws.com-job=mgnjob-0d915a0f9b1984518;Monitored=Ready;aws:migrationhub:source-id=d-server-03a2b81kocwwr6;Service:Level=None;ipf:vmc:ipaddress=10.130.25.106;PatchGroup=PatchAH-8;mgn.amazonaws.com-source-server=s-00e71392b6260b38e,TRUE,aws:ec2launchtemplate:id: Tag key starts with reserved prefix 'aws:'; aws:ec2launchtemplate:version: Tag key starts with reserved prefix 'aws:'; aws:migrationhub:source-id: Tag key starts with reserved prefix 'aws:'
ipf-aws-dmz-prod,213591333276,profile ,i-0fe4e0b72742d42d1,KOS,default,Ready,N/A,N/A,N/A,custom_metrics_polandprod_8GB.json,N/A,N/A,PatchAH-8,TRUE,running,eu-west-1b,vpc-09464a03ae0fc1f04,213591333276,FALSE,subnet-0b3c49349030ab702,subnet-workloadpoland-euw1-az1-prod-dmz-app-01,10.130.25.0/24,10.130.25.54,,windows,c7i.xlarge,Basic,4,ami-038adb0674fed4615,Migrated_Windows_Instance_,arn:aws:iam::213591333276:instance-profile/Amazon-SSMManaged-InstanceCore,FALSE,required,enabled,1,enabled,TRUE,stop,,sg-060c7721af6bb2bfe;sg-0800b928ec28c9e8f;sg-0042187a1d860c378;sg-04c215579a66599e6;sg-05f932f30eb0ecfc6;sg-0b562b3fb7769892d;sg-00083f75c8484ea07;sg-0fb934a3d92864824,ipf:bill:chargingTower=Poland ITI;AWSApplicationMigrationServiceSourceServerID=s-0099e5ae4edf4cadf;Service:Level=None;ipf:solution=Core Market PL;aws:ec2launchtemplate:version=7;ipf:costcenter=IT-Poland;AWSApplicationMigrationServiceManaged=mgn.amazonaws.com;aws:ec2launchtemplate:id=lt-053683637b683be15;mgn.amazonaws.com-source-server=s-0099e5ae4edf4cadf;ipf:vmc:changerequest=JCR-9792;AssetManaged=True;ipf:sd:OperatingSystemSupport=Fujitsu Cloud Managed Service;fcms:CustomMonitoring=custom_metrics_polandprod_8GB.json;Backup=False;ipf:vmc:ipaddress=10.130.25.54;AutoPatch=True;ipf:sd:hostname=KOS;ServiceLevel=Enterprise;map-migrated=migEGGEKRGP0C;CostCenter=IPF FCMS Cost Centre;Environment=PROD;mgn.amazonaws.com-job=mgnjob-0d915a0f9b1984518;Managed:By=Fujitsu Cloud Managed Service;ipf:vmc:operatingSystem=Windows Server 2016;aws:migrationhub:source-id=d-server-02aazpn9xdoowd;Name=KOS;PatchGroup=PatchAH-8;Monitored=Ready,TRUE,aws:ec2launchtemplate:version: Tag key starts with reserved prefix 'aws:'; aws:ec2launchtemplate:id: Tag key starts with reserved prefix 'aws:'; aws:migrationhub:source-id: Tag key starts with reserved prefix 'aws:'
ipf-aws-dmz-prod,213591333276,profile ,i-0c746d267935e29aa,PLDCSRPD01P,default,Ready,N/A,N/A,N/A,custom_metrics_polandprod_8GB.json,N/A,N/A,TRUE,PatchAH-8,running,eu-west-1b,vpc-09464a03ae0fc1f04,213591333276,FALSE,subnet-0b3c49349030ab702,subnet-workloadpoland-euw1-az1-prod-dmz-app-01,10.130.25.0/24,10.130.25.114,,windows,c7i.xlarge,Basic,4,ami-038adb0674fed4615,Migrated_Windows_Instance_,arn:aws:iam::213591333276:instance-profile/AWSApplicationMigrationLaunchInstanceWithSsmRole,FALSE,required,enabled,1,enabled,TRUE,stop,,sg-0800b928ec28c9e8f;sg-0b562b3fb7769892d;sg-00083f75c8484ea07;sg-0dad4cc2dd047e80f;sg-0fb934a3d92864824,ipf:vmc:changerequest=JCR-9792;CostCenter=IPF FCMS Cost Centre;AssetManaged=True;AWSApplicationMigrationServiceSourceServerID=s-0d532dc8aa8ddd38c;ServiceLevel=Enterprise;map-migrated=migEGGEKRGP0C;Backup=False;Environment=PROD;ipf:bill:chargingTower=Poland ITI;ipf:solution=Core Market PL;fcms:CustomMonitoring=custom_metrics_polandprod_8GB.json;Name=PLDCSRPD01P;ipf:sd:OperatingSystemSupport=Fujitsu Cloud Managed Service;ipf:vmc:ipaddress=10.130.25.114;aws:migrationhub:source-id=d-server-03m0p2lbc5q4wq;aws:ec2launchtemplate:version=8;AWSApplicationMigrationServiceManaged=mgn.amazonaws.com;ipf:costcenter=IT-Poland;mgn.amazonaws.com-source-server=s-0d532dc8aa8ddd38c;ipf:vmc:operatingSystem=Windows Server 2016;Schedule=N\A;mgn.amazonaws.com-job=mgnjob-0d915a0f9b1984518;Monitored=Ready;Managed:By=Fujitsu Cloud Managed Service;aws:ec2launchtemplate:id=lt-0732425ffbdddce5b;ipf:sd:hostname=PLDCSRPD01P;PatchGroup=True;Service:Level=None;AutoPatch=PatchAH-8,TRUE,aws:migrationhub:source-id: Tag key starts with reserved prefix 'aws:'; aws:ec2launchtemplate:version: Tag key starts with reserved prefix 'aws:'; aws:ec2launchtemplate:id: Tag key starts with reserved prefix 'aws:'
ipf-aws-dmz-prod,213591333276,profile ,i-08b3079a771c5b0ab,PLPWEBSITES02,default,Ready,N/A,N/A,N/A,custom_metrics_polandprod_8GB.json,N/A,N/A,PatchAD-9,TRUE,running,eu-west-1b,vpc-09464a03ae0fc1f04,213591333276,FALSE,subnet-0b3c49349030ab702,subnet-workloadpoland-euw1-az1-prod-dmz-app-01,10.130.25.0/24,10.130.25.131,,windows,c7i.xlarge,Basic,4,ami-038adb0674fed4615,System.Object[],arn:aws:iam::213591333276:instance-profile/Amazon-SSMManaged-InstanceCore,FALSE,required,enabled,1,enabled,TRUE,stop,,sg-0800b928ec28c9e8f;sg-0b562b3fb7769892d;sg-00083f75c8484ea07;sg-06659d3446d446ffe;sg-0fb934a3d92864824,AWSApplicationMigrationServiceSourceServerID=s-0f9903c7bbf7d0fe3;AssetManaged=True;PatchGroup=PatchAD-9;fcms:CustomMonitoring=custom_metrics_polandprod_8GB.json;ipf:vmc:changerequest=JCR-9792;ipf:vmc:ipaddress=10.130.25.131;ipf:sd:hostname=PLPWEBSITES02;aws:ec2launchtemplate:version=7;mgn.amazonaws.com-source-server=s-0f9903c7bbf7d0fe3;aws:migrationhub:source-id=d-server-02nese4029jsrk;ipf:costcenter=IT-Poland;Service:Level=None;ipf:vmc:operatingSystem=Windows Server 2016;Managed:By=Fujitsu Cloud Managed Service;mgn.amazonaws.com-job=mgnjob-0d915a0f9b1984518;Monitored=Ready;AutoPatch=True;aws:ec2launchtemplate:id=lt-003774af014c3dafc;ipf:sd:OperatingSystemSupport=Fujitsu Cloud Managed Service;ServiceLevel=Enterprise;map-migrated=migEGGEKRGP0C;Backup=False;AWSApplicationMigrationServiceManaged=mgn.amazonaws.com;ipf:bill:chargingTower=Poland ITI;ipf:solution=Core Market PL;Name=PLPWEBSITES02;CostCenter=IPF FCMS Cost Centre;Environment=PROD,TRUE,aws:ec2launchtemplate:version: Tag key starts with reserved prefix 'aws:'; aws:migrationhub:source-id: Tag key starts with reserved prefix 'aws:'; aws:ec2launchtemplate:id: Tag key starts with reserved prefix 'aws:'
ipf-aws-dmz-prod,213591333276,profile ,i-0d92e58b27a7175da,AZ1WGAUTOGTW001,default,Ready,PROD,NA,N/A,TRUE,Amelia Automation A-Lite Server,N/A,N/A,FALSE,running,eu-west-1b,vpc-09464a03ae0fc1f04,213591333276,FALSE,subnet-06a7f3804a981641c,subnet-euw1-az1-prod-dmz-infra-01,10.45.3.0/24,10.45.3.15,,Linux/UNIX,t3a.medium,Basic,2,ami-09cb97c879fc4e220,System.Object[],arn:aws:iam::213591333276:instance-profile/IPF_managed_instance_core,TRUE,required,enabled,1,disabled,TRUE,stop,AZ1WGAUTOGTW001_new,sg-0b562b3fb7769892d,SqlServerMonitored=NA;ipf:costcenter=ITS-UK;ipf:solution=FJS Core Infrastructure;ipf:environment=PROD;CostCenter=IPF FCMS Cost Centre;AutoPatch=False;Location=DMZ-PROD;ipf:vmc:backuppolicy=;ipf:vmc:changerequest=;Role=Amelia Automation A-Lite Server;ipf:sd:hostname=AZ1WGAUTOGTW001;Monitored=Ready;ServiceLevel=Standard;fcms:CustomMonitoring=True;ipf:vmc:ipaddress=10.45.3.15;ipf:vmc:OperatingSystem=Redhat;ipf:bill:chargingTower=IT Security;AssetManaged=True;ipf:vmc:managedby=FCMS;Name=AZ1WGAUTOGTW001,TRUE,None
ipf-aws-dmz-prod,213591333276,profile ,i-05c0d0e341c57e4a0,DC1WGINFRA002,default,TRUE,PROD,N/A,Core Infrastructure  -  External DNS,group_1.json,Infrastructure Server (DNS),MyProvi -  Production,NotApplicable,FALSE,running,eu-west-1c,vpc-09464a03ae0fc1f04,213591333276,FALSE,subnet-01401ad731d03b696,subnet-euw1-az2-prod-dmz-infra-01,10.200.211.0/24,10.200.211.20,,windows,c6i.large,Basic,2,ami-0c9cb777f2ad95037,AMI Query Error (ami-0c9cb777f2ad95037),arn:aws:iam::213591333276:instance-profile/IPF_managed_instance_core,FALSE,required,enabled,1,enabled,TRUE,stop,,sg-0dd219d6f20075a88;sg-0e5b837e987f24b09;sg-0b0a303956a0f9926;sg-0b562b3fb7769892d;sg-00083f75c8484ea07;sg-0fb934a3d92864824,Schedule=;fcms:CustomMonitoring=group_1.json;ipf:vmc:OperatingSystem=Windows Server 2012 R2 DataCenter Edition;Name=DC1WGINFRA002;ipf:costcenter=ITS-UK;ipf:sd:hostname=DC1WGINFRA002;ipf:sd:servicename=Core Infrastructure  -  External DNS;ipf:vmc:serverRole=Infrastructure Server (DNS);CostCenter=IPF FCMS Cost Centre;aws:ec2launchtemplate:id=lt-002a6bf2b735cf356;mgn.amazonaws.com-source-server=s-0398bf9d5bdad3ae5;aws:migrationhub:source-id=d-server-01rpmwwrjbhxiz;ipf:vmc:ipaddress=10.200.211.20;Application=MyProvi -  Production;Role=Infrastructure Server (DNS);AutoPatch=False;PatchGroup=NotApplicable;ipf:bill:chargingTower=IT Foundational;ipf:sd:infrastructureapplicationsupport=Low Complexity App 24 x 7;ipf:vmc:managedby=fjs-wintel;ipf:solution=FJS Core Infrastructure;mgn.amazonaws.com-job=mgnjob-0f70fa516dff8992b;aws:ec2launchtemplate:version=7;Backup=False;ServiceLevel=Enterprise;Environment=Production;Monitored=True;ipf:sd:OperatingSystemSupport=WAP - Average Complexity 24 x 7;ipf:vmc:location=ipf-aws-dmz-prod;AWSApplicationMigrationServiceSourceServerID=s-0398bf9d5bdad3ae5;ipf:vmc:backuppolicy=;ipf:environment=PROD;AWSApplicationMigrationServiceManaged=mgn.amazonaws.com;ipf:vmc:changerequest=JCR-8684,TRUE,aws:ec2launchtemplate:id: Tag key starts with reserved prefix 'aws:'; aws:migrationhub:source-id: Tag key starts with reserved prefix 'aws:'; aws:ec2launchtemplate:version: Tag key starts with reserved prefix 'aws:'
ipf-aws-dmz-prod,213591333276,profile ,i-0cae14535ad64aa2e,DC1WGLPATCH001,default,TRUE,PROD,N/A,Linux Patch Management,TRUE,Linux Patch Management,Linux Patch Management,NotApplicable,FALSE,running,eu-west-1b,vpc-09464a03ae0fc1f04,213591333276,FALSE,subnet-06a7f3804a981641c,subnet-euw1-az1-prod-dmz-infra-01,10.45.3.0/24,10.45.3.49,,Linux/UNIX,m7a.medium,Basic,1,ami-041500eaa2b4e8cd8,System.Object[],arn:aws:iam::213591333276:instance-profile/IPF_managed_instance_core,TRUE,required,enabled,1,disabled,TRUE,stop,,sg-0dd219d6f20075a88;sg-0e5b837e987f24b09;sg-0b0a303956a0f9926;sg-0b562b3fb7769892d;sg-00083f75c8484ea07;sg-0fb934a3d92864824,PatchGroup=NotApplicable;ipf:vmc:ipaddress=10.45.3.49;ServiceLevel=Enterprise;ipf:vmc:managedby=fjs-linux;ipf:environment=PROD;Name=DC1WGLPATCH001;Schedule=;ipf:vmc:OperatingSystem=Red Hat Enterprise Linux Server 7.9  (64-bit);Role=Linux Patch Management;Backup=False;ipf:vmc:backuppolicy=;Environment=Production;AutoPatch=False;ipf:costcenter=ITS-UK;ipf:sd:infrastructureapplicationsupport=;ipf:vmc:serverRole=Fujitsu Infrastructure;ipf:vmc:location=ipf-aws-dmz-prod;ipf:vmc:changerequest=JCR-8684;ipf:bill:chargingTower=IT Foundational;ipf:sd:OperatingSystemSupport=Not Supported;ipf:sd:hostname=DC1WGLPATCH001;ipf:sd:servicename=Linux Patch Management;Monitored=True;Application=Linux Patch Management;ipf:solution=FJS Core Infrastructure;fcms:CustomMonitoring=True;CostCenter=IPF FCMS Cost Centre,TRUE,None
ipf-aws-dmz-prod,213591333276,profile ,i-0a2811bf4ed2e334f,DC1WGPRDDSI002,default,TRUE,PROD,N/A,Content  Management System,group_6_16GB_Memory.json,SiteCore DSI Service,Content  Management System -  Production,NotApplicable,FALSE,running,eu-west-1b,vpc-09464a03ae0fc1f04,213591333276,FALSE,subnet-0ba5fdafd08052e3a,subnet-euw1-az1-cvpc-prod-app-02,10.45.11.0/24,10.45.11.12,,windows,m6i.xlarge,Basic,4,ami-0c9cb777f2ad95037,AMI Query Error (ami-0c9cb777f2ad95037),arn:aws:iam::213591333276:instance-profile/IPF_managed_instance_core,FALSE,required,enabled,1,enabled,TRUE,stop,,sg-0dd219d6f20075a88;sg-0e5b837e987f24b09;sg-0b0a303956a0f9926;sg-0b562b3fb7769892d;sg-00083f75c8484ea07;sg-0fb934a3d92864824,ipf:bill:chargingTower=CMS;CostCenter=IPF FCMS Cost Centre;mgn.amazonaws.com-source-server=s-0902c491c0f723f76;PatchGroup=NotApplicable;Schedule=;ipf:costcenter=ITS-UK;Backup=False;ipf:vmc:backuppolicy=;ipf:vmc:changerequest=JCR-8684;aws:ec2launchtemplate:version=10;ipf:environment=PROD;ipf:sd:servicename=Content  Management System;aws:ec2launchtemplate:id=lt-08a78f78793dbe0ee;ipf:solution=MyProvi;Application=Content  Management System -  Production;ipf:vmc:serverRole=SiteCore DSI Service;mgn.amazonaws.com-job=mgnjob-0a5bfd71c02485770;ipf:vmc:managedby=fjs-wintel;ipf:vmc:location=ipf-aws-dmz-prod;fcms:CustomMonitoring=group_6_16GB_Memory.json;AWSApplicationMigrationServiceManaged=mgn.amazonaws.com;Name=DC1WGPRDDSI002;aws:migrationhub:source-id=d-server-018uznacm5xo6v;Monitored=True;ipf:sd:OperatingSystemSupport=WAP - Average Complexity 24 x 7;ipf:sd:infrastructureapplicationsupport=Low Complexity App 24 x 7;ipf:sd:hostname=DC1WGPRDDSI002;AWSApplicationMigrationServiceSourceServerID=s-0902c491c0f723f76;ipf:vmc:OperatingSystem=Windows Server 2012 R2 Standard Edition;Environment=Production;AutoPatch=False;ServiceLevel=Enterprise;Role=SiteCore DSI Service;ipf:vmc:ipaddress=10.45.11.12,TRUE,aws:ec2launchtemplate:version: Tag key starts with reserved prefix 'aws:'; aws:ec2launchtemplate:id: Tag key starts with reserved prefix 'aws:'; aws:migrationhub:source-id: Tag key starts with reserved prefix 'aws:'
ipf-aws-dmz-prod,213591333276,profile ,i-0d109eef3c58bd760,DC1WGPRDDSI001,default,TRUE,PROD,N/A,Content  Management System,group_6_16GB_Memory.json,SiteCore DSI Service,Content  Management System -  Production,NotApplicable,FALSE,running,eu-west-1b,vpc-09464a03ae0fc1f04,213591333276,FALSE,subnet-0ba5fdafd08052e3a,subnet-euw1-az1-cvpc-prod-app-02,10.45.11.0/24,10.45.11.11,,windows,m6i.xlarge,Basic,4,ami-0c9cb777f2ad95037,AMI Query Error (ami-0c9cb777f2ad95037),arn:aws:iam::213591333276:instance-profile/IPF_managed_instance_core,FALSE,required,enabled,1,enabled,TRUE,stop,,sg-0dd219d6f20075a88;sg-0e5b837e987f24b09;sg-0b0a303956a0f9926;sg-0b562b3fb7769892d;sg-00083f75c8484ea07;sg-0fb934a3d92864824,Schedule=;ipf:costcenter=ITS-UK;ipf:bill:chargingTower=CMS;CostCenter=IPF FCMS Cost Centre;aws:migrationhub:source-id=d-server-01gkkyxth4fish;ServiceLevel=Enterprise;ipf:sd:OperatingSystemSupport=WAP - Average Complexity 24 x 7;ipf:environment=PROD;Environment=Production;ipf:vmc:managedby=fjs-wintel;Monitored=True;ipf:vmc:changerequest=JCR-8684;ipf:sd:hostname=DC1WGPRDDSI001;Backup=False;ipf:vmc:backuppolicy=;ipf:sd:infrastructureapplicationsupport=Low Complexity App 24 x 7;aws:ec2launchtemplate:id=lt-0b58351bcff7d1931;AWSApplicationMigrationServiceManaged=mgn.amazonaws.com;ipf:vmc:serverRole=SiteCore DSI Service;ipf:sd:servicename=Content  Management System;AutoPatch=False;Role=SiteCore DSI Service;Application=Content  Management System -  Production;ipf:vmc:location=ipf-aws-dmz-prod;ipf:vmc:ipaddress=10.45.11.11;mgn.amazonaws.com-source-server=s-019216cdb4fdbbb78;ipf:solution=MyProvi;AWSApplicationMigrationServiceSourceServerID=s-019216cdb4fdbbb78;PatchGroup=NotApplicable;ipf:vmc:OperatingSystem=Windows Server 2012 R2 Standard Edition;aws:ec2launchtemplate:version=10;mgn.amazonaws.com-job=mgnjob-0a5bfd71c02485770;Name=DC1WGPRDDSI001;fcms:CustomMonitoring=group_6_16GB_Memory.json,TRUE,aws:migrationhub:source-id: Tag key starts with reserved prefix 'aws:'; aws:ec2launchtemplate:id: Tag key starts with reserved prefix 'aws:'; aws:ec2launchtemplate:version: Tag key starts with reserved prefix 'aws:'
